P_a,SaO2sup,temp,DHbO2,DHHb,CCO,DHbT,DHbdiff,t
48.7238566265,0.96,33.4248,-5.766710952,-3.9606150453,-2.5218583505,-9.7273259974,-1.8060959067,16205
43.4799375,0.95,33.4337,-5.7096572162,-4.0068617753,-2.504988847,-9.7165189915,-1.7027954409,16216
44.3524714286,0.95026,33.4441,-5.661949368,-4.0338599221,-2.49666075,-9.6958092901,-1.6280894459,16226
44.6408547904,0.94,33.4513,-5.6530703628,-4.0467611563,-2.5031539729,-9.6998315191,-1.6063092066,16237
45.7293341317,0.94,33.4554,-5.7106757336,-4.1033021383,-2.4542540365,-9.8139778719,-1.6073735953,16247
44.7360742515,0.95,33.4618,-5.6215221069,-4.0680573806,-2.4753261708,-9.6895794875,-1.5534647263,16258
44.4169541667,0.95,33.4712,-5.5936176068,-4.0696151403,-2.4560332927,-9.663232747,-1.5240024665,16268
48.7897784431,0.95,33.4834,-5.5579583417,-4.1243487767,-2.4422994625,-9.6823071184,-1.433609565,16279
42.5522698795,0.94,33.493,-5.5753753973,-4.0535117681,-2.4405605325,-9.6288871653,-1.5218636292,16289
44.962160119,0.95032,33.4982,-5.5343282004,-4.0735213895,-2.4323063894,-9.6078495899,-1.4608068109,16300
44.8203269461,0.93,33.5078,-5.4644835167,-4.0714318273,-2.4272349025,-9.5359153441,-1.3930516894,16310
45.8459563636,0.94,33.5192,-5.515521383,-4.0237558526,-2.4390936248,-9.5392772356,-1.4917655304,16321
42.35215,0.94,33.522,-5.7820064226,-3.7161530323,-2.4711705497,-9.4981594549,-2.0658533902,16331
45.9050568862,0.94,33.5251,-5.873950123,-3.5868154975,-2.4195229751,-9.4607656205,-2.2871346255,16342
45.2308152941,0.93,33.528,-5.7353263985,-3.3462355877,-2.4407220114,-9.0815619862,-2.3890908108,16352
49.6525452381,0.94,33.5342,-5.5588989868,-3.3084375308,-2.3824764903,-8.8673365175,-2.250461456,16362
44.6155554217,0.9503903904,33.5427,-5.8340161837,-2.8697518459,-2.4154968328,-8.7037680296,-2.9642643379,16373
43.7779902439,0.94,33.5549,-6.4023173294,-2.1775332012,-2.4983576047,-8.5798505306,-4.2247841282,16384
42.87064,0.9403892216,33.5611,-6.8795180609,-1.9296825426,-2.4520025968,-8.8092006035,-4.9498355183,16394
46.5234662651,0.93,33.5655,-6.5861079345,-2.0367518819,-2.4695634206,-8.6228598164,-4.5493560526,16404
45.63884,0.93,33.5704,-6.2791273685,-2.3059062507,-2.4117949189,-8.5850336193,-3.9732211178,16415
46.4842161585,0.92,33.5825,-6.1132775946,-2.5874452114,-2.3720933502,-8.700722806,-3.5258323833,16426
50.69133,0.91,33.5925,-6.0889984638,-2.5663912503,-2.4299481686,-8.6553897141,-3.5226072135,16436
46.4928757576,0.92,33.599,-5.9721504753,-2.8338168969,-2.3705806422,-8.8059673722,-3.1383335785,16446
46.5701890244,0.93,33.6038,-5.8972544806,-2.9236037892,-2.3615660972,-8.8208582698,-2.9736506914,16457
45.3580954545,0.94,33.61,-5.8601155893,-2.8774112411,-2.3965272485,-8.7375268305,-2.9827043482,16468
48.4590800613,0.93,33.6227,-5.8744441243,-3.0124851807,-2.3557162475,-8.886929305,-2.8619589436,16478
42.3928636364,0.93,33.6313,-5.8245134549,-3.1015935594,-2.3488912477,-8.9261070143,-2.7229198956,16488
45.9226780488,0.93049,33.6364,-5.7684611008,-3.117556527,-2.3613756264,-8.8860176279,-2.6509045738,16499
45.7102170732,0.92,33.6427,-5.693747175,-3.1461849552,-2.3808419849,-8.8399321302,-2.5475622198,16509
44.1833793939,0.92,33.6522,-5.6779606083,-3.2040940508,-2.3577950024,-8.8820546591,-2.4738665576,16520
43.9812368098,0.9,33.6602,-5.7136879762,-3.1704702888,-2.3681734441,-8.8841582651,-2.5432176874,16530
45.9921819018,0.92,33.6683,-5.6875223603,-3.3288067333,-2.3236205928,-9.0163290936,-2.3587156269,16541
45.0856533742,0.9305405405,33.6707,-5.7010129443,-3.2416674465,-2.3566297247,-8.9426803908,-2.4593454978,16551
42.519475,0.92,33.6735,-5.7973406888,-3.2585839545,-2.2975755159,-9.0559246433,-2.5387567344,16562
45.2113666667,0.9,33.6776,-5.6640669504,-3.2291672115,-2.3608812002,-8.8932341618,-2.4348997389,16572
45.8803257669,0.92,33.6849,-5.6176523878,-3.3352767616,-2.3211418566,-8.9529291494,-2.2823756262,16583
46.934584375,0.92,33.6947,-5.7396608698,-3.2369291463,-2.3320336979,-8.9765900161,-2.5027317234,16593
46.599462963,0.94,33.7035,-5.7390778735,-3.281627403,-2.3260855007,-9.0207052764,-2.4574504705,16603
46.023812037,0.93,33.7088,-5.6917287351,-3.2225277792,-2.3512872793,-8.9142565144,-2.4692009559,16614
45.9151098765,0.92,33.7145,-5.6681387308,-3.1963543486,-2.3613613149,-8.8644930794,-2.4717843822,16624
50.2234006211,0.92,33.722,-5.6986078451,-3.2220370707,-2.3352019855,-8.9206449158,-2.4765707744,16635
42.7129929012,0.9193793794,33.73,-5.6632024122,-3.1601406453,-2.3549959897,-8.8233430575,-2.5030617669,16645
45.6515576687,0.95,33.7367,-5.7038717939,-3.2681111502,-2.3047408715,-8.9719829441,-2.4357606437,16656
45.8980928571,0.9406193806,33.7422,-5.690699057,-3.2803392149,-2.3158359107,-8.9710382719,-2.410359842,16666
44.8460484472,0.91,33.7453,-5.7107991563,-3.3752654675,-2.2726920907,-9.0860646238,-2.3355336888,16676
42.5681009259,0.8993606394,33.75,-5.6205015426,-3.349270506,-2.3355790211,-8.9697720486,-2.2712310367,16687
45.7121639752,0.9206493506,33.7542,-5.5537082473,-3.4525876884,-2.3140403549,-9.0062959357,-2.1011205589,16697
45.6543333333,0.92,33.7611,-5.6097513338,-3.4858954845,-2.2653628685,-9.0956468183,-2.1238558493,16708
48.3716878882,0.92,33.7673,-5.6541048717,-3.4596454159,-2.2780417843,-9.1137502876,-2.1944594559,16718
44.4672167702,0.92,33.7775,-5.6308704769,-3.3426063574,-2.3633800336,-8.9734768343,-2.2882641194,16729
45.9093565217,0.91931,33.7834,-5.5940131156,-3.5253296045,-2.3306394339,-9.1193427201,-2.0686835111,16739
45.2421279503,0.9293,33.7887,-5.5738065282,-3.6313957681,-2.3412694729,-9.2052022962,-1.9424107601,16750
48.015910559,0.93,33.7962,-5.5769065666,-3.794929081,-2.3376979971,-9.3718356477,-1.7819774856,16760
42.311637037,0.9192792793,33.8,-5.6046767751,-4.0334321736,-2.2955162759,-9.6381089487,-1.5712446014,16770
45.4376568323,0.93,33.8064,-5.5161000997,-4.0923052755,-2.3655071387,-9.6084053752,-1.4237948242,16781
45.678152795,0.93,33.8116,-5.4956980503,-4.4052847307,-2.2968137642,-9.9009827809,-1.0904133196,16791
44.7099703704,0.93,33.8167,-5.4438655906,-4.4005959809,-2.3661169709,-9.8444615715,-1.0432696098,16802
43.1511817337,0.93,33.8162,-5.3675996528,-4.7563720398,-2.2664064505,-10.1239716926,-0.611227613,16812
45.790997546,0.9407707708,33.8174,-5.2498270066,-4.9884365106,-2.2372747787,-10.2382635172,-0.2613904959,16823
44.5445296296,0.9408016032,33.8179,-5.1322991535,-5.2190720304,-2.2087007404,-10.3513711839,0.0867728769,16833
50.1424165138,0.94,33.8183,-5.0526894462,-5.4128248236,-2.1645855857,-10.4655142698,0.3601353773,16843
45.5192706061,0.94,33.8196,-4.8636599068,-5.5812893278,-2.158188309,-10.4449492346,0.7176294209,16854
46.7268972727,0.95,33.819,-4.8176569994,-5.8130892096,-2.0676668886,-10.630746209,0.9954322102,16864
47.4851363636,0.95,33.8185,-4.7089509714,-5.9458138455,-2.0419289598,-10.6547648169,1.2368628741,16875
47.3611628743,0.9491908092,33.8183,-4.634801841,-6.0448998208,-2.0276762771,-10.6797016618,1.4100979799,16885
46.897835119,0.95,33.8181,-4.5009979462,-6.1815273287,-2.018146036,-10.6825252749,1.6805293825,16896
47.578147006,0.96,33.8169,-4.5060463962,-6.2752791848,-1.9598239895,-10.781325581,1.7692327886,16906
51.1905933735,0.96,33.8136,-4.4402945409,-6.3415373345,-1.951617108,-10.7818318754,1.9012427936,16917
45.056395,0.96,33.8091,-4.3573911295,-6.5004176867,-1.9163438166,-10.8578088162,2.1430265571,16927
45.6278384615,0.96,33.8001,-4.2922088929,-6.5033235907,-1.9323317338,-10.7955324836,2.2111146978,16937
48.0303421053,0.95,33.7898,-4.265977506,-6.5537160552,-1.9143606551,-10.8196935612,2.2877385492,16948
47.0871383721,0.95,33.7839,-4.2797324577,-6.5615462542,-1.9109229461,-10.8412787119,2.2818137965,16958
44.061916185,0.96089,33.7733,-4.2883717718,-6.5220157109,-1.9268709024,-10.8103874827,2.233643939,16969
46.7570893064,0.95,33.7617,-4.3123526513,-6.6261502295,-1.8865002654,-10.9385028807,2.3137975782,16979
47.2892522989,0.95,33.7522,-4.3262886331,-6.4988441388,-1.9217797927,-10.8251327719,2.1725555057,16990
49.3689181034,0.96,33.7473,-4.3614809665,-6.3652965256,-1.9691249707,-10.7267774922,2.0038155591,17000
44.1504836207,0.96,33.7445,-4.4107511514,-6.5157708069,-1.9167209618,-10.9265219583,2.1050196555,17011
45.5357982759,0.96,33.7385,-4.4875457355,-6.4156489947,-1.9412632075,-10.9031947302,1.9281032593,17021
45.5115934286,0.96,33.7303,-4.4953580968,-6.3455889724,-1.9722776414,-10.8409470692,1.8502308756,17031
47.7336392442,0.97,33.7233,-4.5101723267,-6.4259268056,-1.9609431735,-10.9360991323,1.9157544788,17042
42.4044609195,0.97,33.716,-4.6005902521,-6.4111782182,-1.9531721521,-11.0117684703,1.8105879661,17052
44.2219896552,0.97,33.7108,-4.6826199454,-6.288556766,-1.983323164,-10.9711767114,1.6059368206,17063
43.9373088825,0.97,33.704,-4.714064332,-6.2720159711,-1.9917860814,-10.9860803031,1.5579516391,17073
43.5298538682,0.97,33.6968,-4.8248415644,-6.2305362135,-1.9795837486,-11.0553777778,1.4056946491,17084
40.0768011429,0.97,33.6906,-4.862664124,-6.2602309552,-1.9730152426,-11.1228950792,1.3975668312,17094
41.7963242857,0.97,33.6818,-4.9598918756,-6.0729269752,-2.0271415869,-11.0328188508,1.1130350997,17104
41.3633134286,0.97,33.6785,-5.0228067999,-6.1289053728,-2.0166160677,-11.1517121727,1.1060985729,17115
44.6121494286,0.97,33.6751,-5.1140006738,-6.0942119342,-2.0280442954,-11.2082126079,0.9802112604,17125
39.4524960452,0.97,33.6717,-5.2170126699,-5.974643546,-2.0450227423,-11.1916562159,0.7576308761,17136
40.5268265537,0.98,33.6698,-5.1755395994,-5.9318517848,-2.0889584983,-11.1073913842,0.7563121855,17146
40.8304497159,0.97,33.6674,-5.0565399953,-5.724200684,-2.247064607,-10.7807406793,0.6676606887,17157
41.629620339,0.97,33.6632,-5.0522140288,-5.347963413,-2.3463079923,-10.4001774418,0.2957493843,17167
37.6034773743,0.97,33.6605,-5.3916488454,-4.7717983566,-2.441572276,-10.163447202,-0.6198504889,17178
36.6593939227,0.98,33.6599,-6.4858433719,-4.2065303264,-2.5165702699,-10.6923736983,-2.2793130455,17188
36.4489046448,0.97,33.6618,-7.2714019911,-3.7694103414,-2.5631241008,-11.0408123326,-3.5019916497,17199
31.2552759563,0.97,33.6663,-7.7587736817,-3.2479693289,-2.6454520709,-11.0067430107,-4.5108043528,17209
29.5283371585,0.96,33.6692,-7.9951642385,-3.0263784014,-2.6737528569,-11.0215426399,-4.9687858371,17219
30.4676751351,0.94889,33.6724,-8.1089096251,-3.0199396149,-2.6216152791,-11.12884924,-5.0889700103,17230
30.5727,0.96112,33.6754,-7.5326835572,-3.0536934153,-2.6624683102,-10.5863769726,-4.4789901419,17240
31.5458784946,0.96113,33.6808,-7.0788383967,-3.2132102954,-2.5993313462,-10.2920486921,-3.8656281013,17251
34.6183879121,0.9488588589,33.69,-6.9303768969,-3.2715989641,-2.5890648876,-10.201975861,-3.6587779327,17261
36.0130755556,0.96,33.6975,-6.8745663227,-3.3155278506,-2.5640127599,-10.1900941733,-3.5590384721,17272
39.4010651685,0.9611488511,33.7043,-6.883049107,-3.2997409847,-2.5940552649,-10.1827900917,-3.5833081223,17282
34.4965837989,0.95,33.7097,-6.9662893503,-3.2164755836,-2.6323296237,-10.1827649339,-3.7498137666,17293
35.2476352941,0.95,33.7123,-7.0832616013,-3.201534124,-2.6328448147,-10.2847957253,-3.8817274773,17303
34.8552161111,0.95,33.7155,-7.1752283871,-3.2749561691,-2.602867558,-10.4501845562,-3.900272218,17314
37.1467301676,0.95,33.7198,-7.272333305,-3.1884990149,-2.6660141889,-10.4608323199,-4.0838342902,17324
33.1390138889,0.94,33.7252,-7.4369134354,-3.1309490922,-2.6649911417,-10.5678625275,-4.3059643432,17334
33.2228934426,0.93879,33.7325,-7.4737618664,-3.0845210013,-2.7078984186,-10.5582828677,-4.3892408651,17345
32.52155,0.95,33.7392,-7.52677119,-3.2467530485,-2.6415098659,-10.7735242385,-4.2800181415,17355
33.6494722826,0.95,33.7432,-7.6819249258,-3.1603433927,-2.65140752,-10.8422683185,-4.5215815332,17366
31.6425892473,0.95,33.7458,-7.7703752509,-3.0380420943,-2.6952989338,-10.8084173452,-4.7323331567,17376
32.0665673797,0.95,33.7475,-7.7547951942,-3.0965978259,-2.7128602613,-10.8513930202,-4.6581973683,17387
30.5923090909,0.96,33.7506,-7.8395133158,-3.0052285159,-2.7342196155,-10.8447418318,-4.8342847999,17397
30.7924904762,0.95,33.7558,-7.9217350265,-3.1183824853,-2.689717514,-11.0401175117,-4.8033525412,17408
31.0801259259,0.95,33.7586,-7.9605783527,-3.0529857963,-2.7252821145,-11.013564149,-4.9075925564,17418
30.7809826772,0.96,33.7635,-8.0387165106,-2.9574327074,-2.749637983,-10.996149218,-5.0812838032,17429
31.0514598425,0.96,33.7731,-8.1083158153,-2.8743326481,-2.7804292454,-10.9826484635,-5.2339831672,17439
31.9326088542,0.96,33.7823,-8.2140017273,-2.8686690578,-2.7693536892,-11.0826707851,-5.3453326695,17449
30.1736968421,0.96,33.7845,-8.2806953681,-2.8569221038,-2.78655625,-11.1376174719,-5.4237732643,17460
29.9724900783,0.96,33.7872,-8.3590914777,-2.783563679,-2.8046618347,-11.1426551567,-5.5755277987,17470
32.1637370466,0.96,33.7932,-8.4554708189,-2.732154112,-2.8185505145,-11.1876249309,-5.7233167069,17481
29.9580366492,0.96,33.7998,-8.5213685575,-2.8161517794,-2.7865034487,-11.3375203369,-5.7052167782,17491
29.4122044271,0.96,33.8035,-8.5702198606,-2.7182794588,-2.8273203839,-11.2884993194,-5.8519404018,17502
28.9947253886,0.97,33.809,-8.6651983379,-2.7492752402,-2.8012708769,-11.4144735782,-5.9159230977,17512
30.0270085938,0.96,33.8142,-8.7663900947,-2.7239668047,-2.8042776538,-11.4903568994,-6.04242329,17523
27.8527041667,0.96,33.816,-8.8476595875,-2.6053331453,-2.8551535509,-11.4529927328,-6.2423264421,17533
28.1085937824,0.96,33.8173,-8.961856409,-2.5877260042,-2.831951379,-11.5495824132,-6.3741304048,17543
28.1042323077,0.96,33.8182,-9.0049510502,-2.5972005435,-2.8315398842,-11.6021515937,-6.4077505066,17554
30.7653293814,0.96,33.8195,-9.1250713669,-2.5249970829,-2.828645694,-11.6500684498,-6.6000742839,17564
27.2840611399,0.96,33.821,-9.1862863784,-2.6265770827,-2.7828311958,-11.8128634611,-6.5597092957,17575
27.6818587629,0.96,33.8213,-9.2363471792,-2.5921884771,-2.7870675954,-11.8285356563,-6.6441587022,17585
27.6381546392,0.97,33.823,-9.2387132448,-2.5413116289,-2.8111589482,-11.7800248737,-6.6974016158,17596
29.936569898,0.97,33.8263,-9.3033885001,-2.5904851398,-2.7840057798,-11.8938736399,-6.7129033603,17606
28.8932167614,0.97,33.828,-9.3680436071,-2.6411017104,-2.7324278493,-12.0091453176,-6.7269418967,17617
27.508753886,0.97,33.8313,-9.2158292511,-2.5788820916,-2.7581043658,-11.7947113427,-6.6369471595,17627
29.8263428571,0.97,33.7918,-8.2648476703,-3.1190619857,-2.7059519033,-11.383909656,-5.1457856846,17638
29.5807061856,0.97,33.5226,-5.4727873348,-4.9383125988,-2.3958447389,-10.4110999336,-0.5344747361,17648
47.801542663,0.98,33.5216,-5.1419016551,-5.7464583683,-2.2165075438,-10.8883600234,0.6045567131,17659
61.9904181818,0.98,33.5152,-5.434811715,-5.8453969234,-2.1191422984,-11.2802086384,0.4105852083,17669
67.8590773869,0.98,33.5001,-5.6366743537,-5.9948434074,-1.9975869038,-11.631517761,0.3581690537,17680
67.6082512438,0.97,33.4892,-5.6680876497,-6.0663208305,-1.9732859372,-11.7344084801,0.3982331808,17690
70.6688348148,0.96,33.4777,-5.8150908869,-6.0537706467,-1.9320492176,-11.8688615336,0.2386797598,17701
73.0850575377,0.96,33.4688,-5.8381397553,-6.0979978446,-1.9123064949,-11.9361375999,0.2598580892,17711
76.772503125,0.96,33.4661,-5.9197900075,-6.0880023956,-1.896148322,-12.0077924031,0.1682123881,17722
78.1544272727,0.96,33.4617,-6.0208019245,-6.0778655405,-1.8889770336,-12.098667465,0.057063616,17732
80.2362010363,0.96,33.4566,-6.1212812452,-6.0898682853,-1.858875702,-12.2111495305,-0.0314129599,17743
80.2511968085,0.96,33.4555,-6.2128153184,-6.0624291953,-1.8232303671,-12.2752445138,-0.1503861231,17753
82.1614169811,0.96,33.4533,-6.3450558415,-5.9550164172,-1.8271690558,-12.3000722588,-0.3900394243,17764
82.7229954545,0.96,33.4518,-6.3344786622,-5.9066498349,-1.8310053603,-12.2411284971,-0.4278288273,17774
83.1579713514,0.96,33.45,-6.3852294867,-5.8977121469,-1.8039167525,-12.2829416336,-0.4875173398,17784
86.3352766667,0.96,33.4505,-6.3863324325,-5.938489756,-1.7752212361,-12.3248221886,-0.4478426765,17795
84.7271860335,0.96,33.4492,-6.4263766727,-5.8832614489,-1.7806708228,-12.3096381216,-0.5431152237,17805
84.2295265193,0.96,33.4469,-6.4547445992,-5.8773932388,-1.7814592744,-12.332137838,-0.5773513605,17816
85.0856347222,0.96,33.442,-6.5097144714,-5.8575105638,-1.758467429,-12.3672250352,-0.6522039076,17826
89.5118683333,0.96,33.4413,-6.539304023,-5.8081250388,-1.7759886625,-12.3474290618,-0.7311789842,17837
85.3865960227,0.96,33.4407,-6.5830540459,-5.8446587734,-1.7493178983,-12.4277128193,-0.7383952725,17847
86.3786449438,0.96,33.4344,-6.5803466645,-5.8516467713,-1.7470034697,-12.4319934359,-0.7286998932,17858
86.8334991477,0.96,33.432,-6.6051042326,-5.8269245943,-1.7477615477,-12.4320288269,-0.7781796383,17868
87.1481470588,0.96,33.4288,-6.621823339,-5.8548223777,-1.7401997084,-12.4766457168,-0.7670009613,17878
85.7093742857,0.96,33.4273,-6.6695146688,-5.8308546163,-1.7447088047,-12.5003692852,-0.8386600525,17889
87.008282659,0.96,33.4232,-6.665532946,-5.7416584491,-1.7876815229,-12.4071913951,-0.923874497,17899
87.8716069767,0.9616883117,33.4206,-6.6937056489,-5.6993567666,-1.7867451408,-12.3930624156,-0.9943488823,17910
91.9083377976,0.95,33.421,-6.7420314415,-5.7435429628,-1.7823689746,-12.4855744043,-0.9984884788,17920
86.623697076,0.95,33.4174,-6.7942267959,-5.7534210852,-1.7748598924,-12.5476478811,-1.0408057107,17931
87.2462157895,0.95,33.4158,-6.852718221,-5.7830875093,-1.7510685711,-12.6358057303,-1.0696307117,17941
88.5434253012,0.95,33.4137,-6.8194457195,-5.6955891038,-1.8032266713,-12.5150348234,-1.1238566157,17952
89.8665485207,0.95,33.4133,-6.9080649799,-5.6107593873,-1.8238687871,-12.5188243673,-1.2973055926,17962
86.863958457,0.95,33.4089,-6.8646670469,-5.6074029065,-1.8625577091,-12.4720699534,-1.2572641403,17973
87.7935041667,0.95,33.4057,-6.9659353576,-5.6587513875,-1.8049326555,-12.6246867451,-1.3071839701,17983
88.2117384615,0.95,33.4033,-7.0011957809,-5.6209716644,-1.8302921834,-12.6221674452,-1.3802241165,17993
85.6931610778,0.95,33.4021,-7.0180429476,-5.5896999332,-1.8677529308,-12.6077428807,-1.4283430144,18004
85.2572023952,0.95,33.3986,-7.0909825761,-5.5938591374,-1.8565782466,-12.6848417135,-1.4971234387,18014
87.2059862275,0.95,33.3961,-7.0826575342,-5.5035743246,-1.9008024858,-12.5862318587,-1.5790832096,18025
87.0743520958,0.94,33.3923,-7.1180925929,-5.5885557369,-1.8907041292,-12.7066483298,-1.529536856,18035
83.9070916667,0.94,33.3901,-7.2254344957,-5.5106999103,-1.9050318666,-12.736134406,-1.7147345854,18046
84.8946319527,0.94,33.3889,-7.2388202325,-5.5138855908,-1.9285859419,-12.7527058233,-1.7249346416,18056
86.1631080838,0.94,33.3854,-7.2676242801,-5.4547577784,-1.9484646996,-12.7223820585,-1.8128665017,18067
88.1226395062,0.95,33.3853,-7.3024701865,-5.4412032691,-1.9523813636,-12.7436734556,-1.8612669173,18077
83.1151108434,0.95,33.3827,-7.2973903444,-5.4810505621,-1.9622774424,-12.7784409065,-1.8163397823,18088
83.9798269461,0.95,33.3819,-7.3337915477,-5.4521589348,-1.9957560216,-12.7859504825,-1.8816326128,18098
83.7075460366,0.95,33.38,-7.3719635114,-5.4007329026,-1.991849755,-12.7726964139,-1.9712306088,18109
88.9812516616,0.95,33.3799,-7.3503072367,-5.5435108448,-1.9703481254,-12.8938180815,-1.8067963919,18119
82.1258320359,0.95,33.379,-7.4790288206,-5.4862418439,-1.9903378364,-12.9652706645,-1.9927869766,18130
83.1872445783,0.95,33.379,-7.4472488299,-5.4461936573,-2.0186785424,-12.8934424873,-2.0010551726,18140
85.926776087,0.95,33.3776,-7.475164734,-5.4466876463,-2.0333221802,-12.9218523803,-2.0284770877,18151
80.7157084337,0.95,33.3775,-7.5530789273,-5.4701022808,-2.017138693,-13.023181208,-2.0829766465,18161
78.607602994,0.95,33.3761,-7.6177020563,-5.4515508404,-2.0423814011,-13.0692528967,-2.1661512158,18171
82.1949,0.95,33.3747,-7.5967894522,-5.4467805659,-2.0497828409,-13.0435700181,-2.1500088862,18182
81.5284506024,0.95,33.3737,-7.6294811556,-5.478308779,-2.0432949767,-13.1077899346,-2.1511723766,18192
77.9123514881,0.96,33.3733,-7.6486581215,-5.4664795876,-2.0801094536,-13.1151377091,-2.1821785339,18203
79.156557485,0.96,33.3693,-7.6576819999,-5.511737273,-2.0665350087,-13.1694192729,-2.1459447269,18213
81.3142626506,0.95,33.3668,-7.6606852234,-5.5092407957,-2.0613923318,-13.1699260191,-2.1514444277,18224
81.5427,0.95,33.3631,-7.7256262066,-5.4226,-2.1212854286,-13.1482262067,-2.3030262066,18234
77.3313143713,0.95,33.359,-7.6910073431,-5.4879741945,-2.0983712845,-13.1789815376,-2.2030331487,18245
79.037444012,0.95,33.356,-7.7344184405,-5.4755246349,-2.093033855,-13.2099430754,-2.2588938056,18255
78.8887490909,0.95,33.3521,-7.7467804347,-5.5586129673,-2.0797303439,-13.305393402,-2.1881674674,18266
85.9387204819,0.95,33.3518,-7.6939898317,-5.4692412354,-2.1587249539,-13.1632310671,-2.2247485963,18276
77.4913551205,0.96,33.3498,-7.7522181173,-5.5034729858,-2.1292437898,-13.2556911031,-2.2487451316,18287
78.6994373494,0.96,33.348,-7.7262896931,-5.5592021969,-2.1363645396,-13.28549189,-2.1670874962,18297
79.145338253,0.96,33.3451,-7.7401751223,-5.5348256646,-2.1360539969,-13.2750007869,-2.2053494577,18307
80.5969872727,0.96,33.3451,-7.6613663558,-5.4998141149,-2.1794961072,-13.1611804707,-2.1615522408,18318
78.1576072289,0.96,33.3406,-7.744666926,-5.5855635452,-2.1484760241,-13.3302304712,-2.1591033808,18329
78.3689781818,0.96,33.3388,-7.750649663,-5.5500374584,-2.1446536331,-13.3006871214,-2.2006122046,18339
78.8947036145,0.96,33.3364,-7.718904341,-5.5384989373,-2.1615785158,-13.2574032783,-2.1804054037,18349
75.1236572727,0.96,33.3344,-7.7429840144,-5.5000816658,-2.1944429165,-13.2430656802,-2.2429023486,18360
75.5971790419,0.96,33.3293,-7.7355650859,-5.6217332251,-2.1434311688,-13.357298311,-2.1138318607,18370
78.6807177914,0.96,33.3268,-7.7076881265,-5.5806943254,-2.1665889675,-13.2883824519,-2.126993801,18381
77.9328280488,0.96,33.3233,-7.7006672103,-5.6467311331,-2.1583090665,-13.3473983435,-2.0539360772,18391
73.8707722388,0.96,33.32,-7.6817047164,-5.6275292577,-2.164913133,-13.3092339741,-2.0541754588,18402
76.6052075758,0.96,33.3158,-7.6589867492,-5.5855165227,-2.1787523625,-13.2445032719,-2.0734702264,18412
77.2002942771,0.96,33.3141,-7.6663686895,-5.5893772084,-2.1873480149,-13.2557458979,-2.0769914811,18423
83.7498981818,0.96,33.3128,-7.7664236089,-5.6334070465,-2.1589097078,-13.3998306555,-2.1330165624,18433
74.9067659639,0.96,33.3112,-7.7114184612,-5.5432133075,-2.2122440918,-13.2546317687,-2.1682051537,18444
76.7703590361,0.96,33.3092,-7.6784774054,-5.6051430679,-2.1955511582,-13.2836204733,-2.0733343375,18454
77.5970460123,0.96,33.3075,-7.6809407882,-5.6485232073,-2.1718588447,-13.3294639955,-2.0324175808,18465
81.0544562874,0.96,33.3055,-7.7308763323,-5.6712111164,-2.1376528284,-13.4020874487,-2.0596652159,18475
72.359994012,0.96,33.3037,-7.6556872197,-5.6310480661,-2.1891937585,-13.2867352858,-2.0246391536,18485
76.640335241,0.96,33.301,-7.6222924966,-5.6757800983,-2.1786889911,-13.2980725949,-1.9465123982,18496
76.862388024,0.96,33.2997,-7.6351385741,-5.6444402729,-2.1966347351,-13.2795788471,-1.9906983012,18506
75.4013868263,0.957713998,33.2984,-7.6428844658,-5.6700815956,-2.1553183753,-13.3129660614,-1.9728028701,18517
72.7441305389,0.9722077922,33.2948,-7.6310907178,-5.7148215974,-2.1729480889,-13.3459123152,-1.9162691204,18527
76.0947742515,0.97,33.29,-7.561051044,-5.6791954383,-2.1821069301,-13.2402464823,-1.8818556057,18538
74.3141408537,0.97223,33.2874,-7.5626245447,-5.6699262702,-2.1904635383,-13.2325508149,-1.8926982745,18548
71.1137916168,0.96,33.2872,-7.5268402359,-5.6438650362,-2.1964807158,-13.1707052721,-1.8829751997,18559
74.1244296407,0.96,33.2811,-7.5436497906,-5.6410553252,-2.1926328176,-13.1847051159,-1.9025944654,18569
75.4374601796,0.96,33.2774,-7.5542665359,-5.7238824124,-2.1812852339,-13.2781489483,-1.8303841235,18580
77.6331533333,0.96,33.278,-7.5374243339,-5.6752224665,-2.2142427164,-13.2126468004,-1.8622018674,18590
71.6979987952,0.96,33.2739,-7.5321455304,-5.7076342852,-2.1822155553,-13.2397798156,-1.8245112452,18601
74.2491084337,0.97,33.2723,-7.5529739118,-5.6111813158,-2.2235101764,-13.1641552276,-1.941792596,18611
75.323403012,0.97,33.2701,-7.5036584251,-5.6869876617,-2.2122987999,-13.1906460868,-1.8166707634,18622
81.3298936364,0.97,33.2703,-7.5112631956,-5.7481997875,-2.1838054338,-13.2594629832,-1.7630634081,18632
72.88368125,0.97231,33.2671,-7.5778145973,-5.7393852244,-2.1561445476,-13.3171998218,-1.8384293729,18643
74.1332341317,0.96,33.2621,-7.5403876624,-5.670869808,-2.2119516065,-13.2112574705,-1.8695178544,18653
79.1515837423,0.96,33.2622,-7.5256726193,-5.6723194742,-2.20575969,-13.1979920935,-1.8533531451,18664
73.7912718563,0.97,33.2595,-7.5280830372,-5.7594018027,-2.158934064,-13.2874848399,-1.7686812345,18674
73.2877963855,0.97,33.2539,-7.4186562885,-5.6982682104,-2.2135967352,-13.1169244989,-1.7203880781,18685
73.8412620482,0.97,33.2522,-7.3924437692,-5.7478595757,-2.1939641485,-13.140303345,-1.6445841935,18695
